Order_ID,Date,City,Product_Name,Category,Quantity,Unit_Price,Total_Sales,Delivery_Time,Customer_Rating,Payment_Mode,Delivery_Type,Seller_Name
1026,2024-06-02,Mumbai,Namkeen 500g,Dairy,5,70.0,350.0,52,4.5,Cash,Standard,BakeHouse
1027,2024-01-13,Mumbai,Cake 500g,Dairy,3,80.0,240.0,83,4.5,Cash,Standard,FarmFresh
1029,2024-01-01,Mumbai,Chips 200g,Dairy,3,80.0,240.0,87,4.0,Cash,Express,GreenCart
1030,2024-05-27,Bengaluru,Chicken 1kg,Snacks,3,30.0,90.0,76,4.2,UPI,Express,GreenCart
1031,2024-04-11,Jaipur,Tomato 1kg,Vegetables,3,80.0,240.0,34,4.5,Cash,Express,FarmFresh
1032,2024-03-03,Pune,Curd 500g,Poultry,3,55.0,165.0,78,4.9,UPI,Express,SnackBox
1033,2024-06-25,Bengaluru,Potato 1kg,Grocery,5,60.0,300.0,49,4.5,UPI,Express,FarmFresh
1034,2024-01-19,Pune,Paneer 200g,Grocery,4,45.0,180.0,73,4.2,UPI,Express,FarmFresh
1035,2024-02-27,Bengaluru,Namkeen 500g,Bakery,2,80.0,160.0,34,4.9,Card,Standard,FarmFresh
1037,2024-04-01,Delhi,Bread 400g,Dairy,3,55.0,165.0,30,4.9,UPI,Standard,FarmFresh
1038,2024-03-12,Delhi,Orange 1kg,Poultry,2,50.0,100.0,47,4.7,UPI,Express,GreenCart
1039,2024-04-14,Delhi,Curd 500g,Grocery,4,40.0,160.0,42,4.2,Card,Standard,FreshFarm
1040,2024-01-31,Delhi,Chips 200g,Dairy,1,80.0,80.0,86,3.5,UPI,Standard,FreshFarm
1041,2024-02-25,Jaipur,Chips 200g,Dairy,4,70.0,280.0,61,4.8,UPI,Standard,GreenCart
1042,2024-01-23,Jaipur,Cake 500g,Grocery,4,80.0,320.0,90,4.2,Cash,Express,GreenCart
1043,2024-05-03,Pune,Bread 400g,Snacks,3,100.0,300.0,83,4.5,Cash,Standard,BakeHouse
1044,2024-04-05,Delhi,Cake 500g,Dairy,4,70.0,280.0,25,3.5,Cash,Express,GroceryHub
1045,2024-02-04,Pune,Curd 500g,Dairy,4,30.0,120.0,81,4.7,Cash,Standard,GreenCart
1046,2024-05-28,Delhi,Curd 500g,Snacks,2,70.0,140.0,55,4.5,UPI,Standard,GroceryHub
1047,2024-06-05,Mumbai,Banana 1dozen,Dairy,5,55.0,275.0,73,4.0,UPI,Standard,FarmFresh
1048,2024-04-03,Bengaluru,Wheat Flour 1kg,Bakery,1,100.0,100.0,52,4.7,Card,Express,FarmFresh
1049,2024-01-16,Bengaluru,Chips 200g,Grocery,1,50.0,50.0,41,4.0,UPI,Standard,FarmFresh
1050,2024-02-02,Mumbai,Bun 2pcs,Dairy,3,70.0,210.0,76,4.0,Cash,Standard,BakeHouse
1051,2024-02-26,Jaipur,Curd 500g,Fruits,5,40.0,200.0,40,4.5,UPI,Express,FreshFarm
1052,2024-01-08,Mumbai,Chips 200g,Fruits,3,85.0,255.0,55,4.2,UPI,Standard,FarmFresh
1053,2024-03-23,Mumbai,Potato 1kg,Bakery,1,30.0,30.0,35,4.5,UPI,Standard,BakeHouse
1054,2024-04-23,Delhi,Banana 1dozen,Vegetables,1,100.0,100.0,49,4.8,UPI,Express,GroceryHub
1055,2024-01-15,Mumbai,Rice 1kg,Bakery,2,50.0,100.0,56,3.5,Card,Express,GreenCart
1057,2024-01-26,Bengaluru,Bread 400g,Dairy,4,45.0,180.0,80,4.0,UPI,Standard,GreenCart
1058,2024-05-17,Jaipur,Chicken 1kg,Bakery,2,80.0,160.0,27,4.5,Cash,Standard,GroceryHub
1059,2024-04-21,Delhi,Curd 500g,Fruits,5,50.0,250.0,79,4.5,UPI,Express,BakeHouse
1060,2024-02-14,Bengaluru,Sugar 1kg,Vegetables,2,70.0,140.0,58,4.2,Cash,Standard,GreenCart
1061,2024-04-11,Delhi,Orange 1kg,Grocery,2,60.0,120.0,71,4.8,Cash,Express,GroceryHub
1062,2024-04-13,Delhi,Eggs 6pcs,Vegetables,3,70.0,210.0,81,4.5,UPI,Standard,GroceryHub
1063,2024-02-29,Pune,Rice 1kg,Snacks,2,45.0,90.0,62,4.2,Card,Express,GreenCart
1064,2024-05-31,Delhi,Wheat Flour 1kg,Snacks,2,50.0,100.0,37,4.2,Cash,Standard,SnackBox
1065,2024-04-02,Delhi,Banana 1dozen,Dairy,1,80.0,80.0,37,4.9,Cash,Express,FreshFarm
1066,2024-06-05,Pune,Chicken 1kg,Fruits,2,55.0,110.0,68,3.5,UPI,Express,GreenCart
1067,2024-05-15,Bengaluru,Tomato 1kg,Bakery,3,55.0,165.0,84,4.9,Cash,Standard,GroceryHub
1068,2024-05-15,Pune,Tomato 1kg,Poultry,2,50.0,100.0,55,3.5,Cash,Express,BakeHouse
1069,2024-03-23,Delhi,Eggs 6pcs,Grocery,4,55.0,220.0,83,4.5,Card,Express,GroceryHub
1070,2024-05-19,Delhi,Potato 1kg,Grocery,1,100.0,100.0,48,4.5,UPI,Express,GreenCart
1071,2024-03-23,Bengaluru,Paneer 200g,Snacks,4,70.0,280.0,38,4.5,UPI,Express,FreshFarm
1072,2024-01-03,Pune,Bun 2pcs,Poultry,1,85.0,85.0,70,3.5,Cash,Standard,FreshFarm
1073,2024-05-03,Delhi,Tomato 1kg,Snacks,5,55.0,275.0,71,4.5,Cash,Standard,SnackBox
1074,2024-03-09,Mumbai,Cookies 300g,Fruits,1,45.0,45.0,35,4.9,Card,Standard,FreshFarm
1075,2024-06-07,Bengaluru,Namkeen 500g,Dairy,4,40.0,160.0,82,4.7,UPI,Express,FarmFresh
1076,2024-01-01,Pune,Bun 2pcs,Dairy,1,30.0,30.0,85,3.5,Cash,Express,FarmFresh
1077,2024-03-30,Pune,Chips 200g,Dairy,3,30.0,90.0,63,4.5,UPI,Standard,GroceryHub
1078,2024-01-09,Mumbai,Orange 1kg,Fruits,1,100.0,100.0,47,4.5,UPI,Express,FreshFarm
1079,2024-04-27,Jaipur,Chicken 1kg,Grocery,3,50.0,150.0,55,4.5,UPI,Express,GroceryHub
1080,2024-02-12,Jaipur,Potato 1kg,Poultry,2,70.0,140.0,32,4.5,Card,Standard,FarmFresh
1081,2024-04-28,Bengaluru,Potato 1kg,Poultry,5,70.0,350.0,36,4.5,UPI,Standard,GroceryHub
1082,2024-06-17,Bengaluru,Apple 1kg,Vegetables,5,45.0,225.0,55,4.2,Card,Standard,GreenCart
1083,2024-03-11,Bengaluru,Wheat Flour 1kg,Grocery,3,80.0,240.0,45,4.7,UPI,Standard,GroceryHub
1084,2024-06-11,Mumbai,Wheat Flour 1kg,Fruits,2,85.0,170.0,73,4.7,UPI,Standard,GreenCart
1085,2024-05-22,Delhi,Bread 400g,Grocery,1,45.0,45.0,76,4.0,Cash,Standard,GreenCart
1087,2024-05-12,Delhi,Sugar 1kg,Dairy,5,50.0,250.0,64,4.5,UPI,Standard,FreshFarm
1088,2024-03-02,Pune,Apple 1kg,Bakery,2,30.0,60.0,29,4.5,Card,Standard,BakeHouse
1089,2024-06-03,Bengaluru,Sugar 1kg,Dairy,5,100.0,500.0,76,4.5,Card,Standard,SnackBox
1090,2024-06-10,Mumbai,Eggs 6pcs,Grocery,4,100.0,400.0,88,4.2,Cash,Express,GroceryHub
1091,2024-01-11,Jaipur,Cake 500g,Vegetables,3,100.0,300.0,36,4.7,Cash,Express,FreshFarm
1092,2024-05-16,Bengaluru,Bread 400g,Dairy,3,80.0,240.0,44,4.5,Card,Standard,SnackBox
1093,2024-03-15,Jaipur,Paneer 200g,Vegetables,4,70.0,280.0,88,4.5,Cash,Standard,BakeHouse
1094,2024-04-16,Bengaluru,Apple 1kg,Vegetables,3,50.0,150.0,61,4.0,Cash,Express,BakeHouse
1095,2024-05-03,Delhi,Apple 1kg,Grocery,1,50.0,50.0,65,4.5,Card,Express,SnackBox
1097,2024-01-05,Jaipur,Banana 1dozen,Snacks,3,70.0,210.0,69,4.5,Cash,Express,FarmFresh
1098,2024-04-03,Delhi,Onion 1kg,Vegetables,5,55.0,275.0,76,4.5,Cash,Express,GroceryHub
1100,2024-03-18,Bengaluru,Chicken 1kg,Grocery,4,50.0,200.0,88,3.5,Cash,Express,FarmFresh
1101,2024-03-03,Mumbai,Cake 500g,Grocery,1,60.0,60.0,69,4.5,UPI,Express,GroceryHub
1102,2024-01-02,Jaipur,Bun 2pcs,Dairy,3,85.0,255.0,72,3.5,Card,Express,BakeHouse
1103,2024-03-20,Mumbai,Orange 1kg,Vegetables,1,45.0,45.0,80,4.2,Cash,Standard,FreshFarm
1104,2024-06-04,Jaipur,Eggs 6pcs,Grocery,3,55.0,165.0,67,4.5,Cash,Standard,GroceryHub
1105,2024-02-13,Mumbai,Curd 500g,Vegetables,2,55.0,110.0,76,4.5,Card,Standard,FarmFresh
1106,2024-02-29,Delhi,Milk 1L,Dairy,3,45.0,135.0,63,4.5,UPI,Express,GreenCart
1108,2024-03-28,Bengaluru,Eggs 6pcs,Snacks,3,100.0,300.0,75,4.9,Cash,Standard,BakeHouse
1109,2024-05-30,Bengaluru,Tomato 1kg,Dairy,4,70.0,280.0,74,3.5,UPI,Standard,SnackBox
1110,2024-03-09,Bengaluru,Chips 200g,Vegetables,2,45.0,90.0,30,4.7,UPI,Express,SnackBox
1111,2024-01-28,Pune,Apple 1kg,Poultry,1,85.0,85.0,82,4.9,UPI,Standard,GroceryHub
1112,2024-06-21,Bengaluru,Curd 500g,Poultry,1,40.0,40.0,29,4.5,UPI,Standard,FreshFarm
1113,2024-01-22,Jaipur,Curd 500g,Poultry,4,50.0,200.0,75,3.5,Cash,Express,FreshFarm
1114,2024-01-15,Jaipur,Namkeen 500g,Grocery,5,40.0,200.0,55,4.5,Cash,Standard,FreshFarm
1115,2024-06-26,Jaipur,Banana 1dozen,Vegetables,4,50.0,200.0,86,4.5,UPI,Express,GreenCart
1116,2024-06-12,Delhi,Orange 1kg,Grocery,5,100.0,500.0,39,4.5,Cash,Express,SnackBox
1118,2024-01-27,Bengaluru,Milk 1L,Grocery,4,30.0,120.0,69,4.2,Cash,Express,GreenCart
1119,2024-01-29,Bengaluru,Potato 1kg,Grocery,3,45.0,135.0,60,4.5,UPI,Standard,BakeHouse
1120,2024-05-01,Delhi,Chips 200g,Dairy,3,100.0,300.0,84,4.2,Cash,Standard,BakeHouse
1121,2024-04-15,Mumbai,Bread 400g,Dairy,4,80.0,320.0,54,4.8,Cash,Express,FreshFarm
1122,2024-04-24,Delhi,Bread 400g,Grocery,4,40.0,160.0,45,4.8,Cash,Express,BakeHouse
1123,2024-02-16,Mumbai,Bun 2pcs,Snacks,4,70.0,280.0,76,4.7,UPI,Standard,GreenCart
1124,2024-06-18,Bengaluru,Bread 400g,Snacks,4,40.0,160.0,42,4.5,UPI,Standard,GreenCart
1125,2024-03-15,Pune,Rice 1kg,Dairy,2,45.0,90.0,53,4.2,UPI,Express,BakeHouse
1126,2024-02-23,Delhi,Cookies 300g,Dairy,4,100.0,400.0,30,4.8,UPI,Express,FreshFarm
1127,2024-01-12,Bengaluru,Paneer 200g,Poultry,2,50.0,100.0,60,4.7,UPI,Express,FarmFresh
1128,2024-06-22,Delhi,Banana 1dozen,Vegetables,4,80.0,320.0,52,4.9,UPI,Express,GroceryHub
1129,2024-03-26,Jaipur,Milk 1L,Poultry,4,85.0,340.0,47,4.5,UPI,Express,FarmFresh
1130,2024-05-18,Delhi,Potato 1kg,Snacks,2,55.0,110.0,25,4.8,Cash,Standard,GreenCart
1131,2024-02-18,Jaipur,Milk 1L,Vegetables,5,45.0,225.0,52,4.5,UPI,Standard,SnackBox
1132,2024-06-12,Jaipur,Cake 500g,Grocery,5,80.0,400.0,70,4.9,Cash,Standard,GroceryHub
1133,2024-02-22,Jaipur,Apple 1kg,Grocery,1,40.0,40.0,30,4.0,Cash,Express,GreenCart
1134,2024-02-26,Bengaluru,Wheat Flour 1kg,Grocery,1,40.0,40.0,38,4.7,UPI,Standard,BakeHouse
1135,2024-03-21,Jaipur,Sugar 1kg,Grocery,4,30.0,120.0,72,4.2,Cash,Express,GreenCart
1136,2024-04-11,Delhi,Bread 400g,Grocery,2,50.0,100.0,27,4.9,UPI,Standard,GroceryHub
1137,2024-04-17,Jaipur,Bun 2pcs,Poultry,3,100.0,300.0,86,4.5,UPI,Standard,GreenCart
1138,2024-02-16,Delhi,Bun 2pcs,Vegetables,5,70.0,350.0,67,4.8,Cash,Standard,BakeHouse
1139,2024-04-26,Delhi,Orange 1kg,Dairy,5,40.0,200.0,37,4.2,UPI,Standard,GroceryHub
1140,2024-04-21,Bengaluru,Onion 1kg,Snacks,2,70.0,140.0,58,4.5,Cash,Express,BakeHouse
1141,2024-01-01,Bengaluru,Potato 1kg,Dairy,3,80.0,240.0,47,4.2,Card,Standard,GreenCart
1142,2024-05-10,Pune,Cake 500g,Fruits,2,55.0,110.0,57,4.2,Cash,Standard,FarmFresh
1143,2024-02-29,Pune,Chicken 1kg,Poultry,5,70.0,350.0,36,4.9,UPI,Standard,BakeHouse
1144,2024-06-07,Jaipur,Rice 1kg,Dairy,3,85.0,255.0,64,4.0,Cash,Express,FreshFarm
1145,2024-05-31,Pune,Bread 400g,Dairy,2,100.0,200.0,33,3.5,Card,Standard,GreenCart
1146,2024-01-12,Bengaluru,Banana 1dozen,Bakery,2,50.0,100.0,46,4.5,Card,Standard,BakeHouse
1147,2024-05-21,Mumbai,Cookies 300g,Poultry,5,100.0,500.0,67,4.9,UPI,Standard,FreshFarm
1149,2024-02-03,Delhi,Milk 1L,Dairy,2,50.0,100.0,71,4.9,UPI,Standard,SnackBox
1150,2024-01-15,Delhi,Wheat Flour 1kg,Dairy,4,80.0,320.0,80,4.5,Cash,Standard,SnackBox
1151,2024-02-21,Bengaluru,Namkeen 500g,Bakery,5,30.0,150.0,80,4.5,Cash,Standard,SnackBox
1152,2024-05-20,Mumbai,Milk 1L,Poultry,3,55.0,165.0,68,4.9,Card,Express,FarmFresh
1154,2024-05-20,Mumbai,Orange 1kg,Bakery,3,80.0,240.0,42,4.5,Cash,Express,GroceryHub
1157,2024-02-17,Bengaluru,Onion 1kg,Grocery,4,60.0,240.0,48,4.5,UPI,Express,FarmFresh
1158,2024-03-09,Mumbai,Sugar 1kg,Grocery,2,30.0,60.0,69,4.2,UPI,Standard,GreenCart
1159,2024-06-02,Bengaluru,Milk 1L,Grocery,5,30.0,150.0,53,4.5,Cash,Standard,FreshFarm
1160,2024-05-24,Delhi,Bread 400g,Bakery,4,80.0,320.0,59,4.5,Cash,Express,GreenCart
1161,2024-01-25,Bengaluru,Paneer 200g,Dairy,5,45.0,225.0,34,4.8,UPI,Standard,FreshFarm
1162,2024-02-25,Bengaluru,Chips 200g,Fruits,3,50.0,150.0,38,4.7,Cash,Standard,BakeHouse
1163,2024-02-27,Bengaluru,Cookies 300g,Grocery,5,40.0,200.0,68,4.2,Cash,Standard,FarmFresh
1164,2024-06-17,Jaipur,Rice 1kg,Vegetables,1,40.0,40.0,32,4.5,UPI,Standard,GreenCart
1165,2024-06-17,Jaipur,Eggs 6pcs,Vegetables,3,45.0,135.0,49,4.5,Card,Express,FarmFresh
1166,2024-06-24,Mumbai,Apple 1kg,Snacks,1,70.0,70.0,29,4.5,UPI,Standard,SnackBox
1167,2024-05-30,Delhi,Potato 1kg,Bakery,4,80.0,320.0,58,4.9,Cash,Standard,GreenCart
1168,2024-02-17,Delhi,Chicken 1kg,Poultry,2,50.0,100.0,76,4.8,Cash,Express,BakeHouse
1169,2024-04-24,Jaipur,Bun 2pcs,Vegetables,4,45.0,180.0,89,4.5,UPI,Standard,SnackBox
1170,2024-02-02,Mumbai,Chicken 1kg,Dairy,5,80.0,400.0,42,4.9,UPI,Standard,FarmFresh
1171,2024-06-07,Delhi,Chips 200g,Grocery,5,70.0,350.0,71,4.9,Cash,Express,SnackBox
1172,2024-05-04,Mumbai,Rice 1kg,Vegetables,1,55.0,55.0,58,4.7,Cash,Standard,GroceryHub
1175,2024-03-22,Bengaluru,Eggs 6pcs,Poultry,3,40.0,120.0,41,4.0,Cash,Express,GroceryHub
1176,2024-01-07,Mumbai,Paneer 200g,Poultry,4,50.0,200.0,53,4.5,UPI,Standard,FreshFarm
1177,2024-01-12,Jaipur,Namkeen 500g,Dairy,5,55.0,275.0,44,4.2,Cash,Standard,GroceryHub
1179,2024-03-07,Bengaluru,Rice 1kg,Dairy,2,30.0,60.0,28,4.2,UPI,Standard,FreshFarm
1180,2024-01-19,Delhi,Orange 1kg,Poultry,3,100.0,300.0,28,4.5,UPI,Express,BakeHouse
1181,2024-02-03,Delhi,Cookies 300g,Grocery,3,80.0,240.0,65,4.5,Cash,Standard,SnackBox
1182,2024-02-10,Mumbai,Tomato 1kg,Poultry,2,55.0,110.0,83,4.5,Cash,Standard,SnackBox
1183,2024-03-07,Jaipur,Potato 1kg,Grocery,5,45.0,225.0,62,4.2,UPI,Standard,GreenCart
1184,2024-03-02,Pune,Cookies 300g,Grocery,5,70.0,350.0,63,3.5,Card,Standard,BakeHouse
1186,2024-06-23,Delhi,Namkeen 500g,Vegetables,3,40.0,120.0,35,4.5,Card,Express,BakeHouse
1187,2024-01-22,Delhi,Namkeen 500g,Fruits,2,50.0,100.0,75,4.5,Card,Express,FreshFarm
1188,2024-02-16,Delhi,Bread 400g,Grocery,2,40.0,80.0,50,3.5,UPI,Standard,GreenCart
1189,2024-06-25,Bengaluru,Cookies 300g,Fruits,2,50.0,100.0,42,4.9,Cash,Standard,GreenCart
1190,2024-03-11,Delhi,Tomato 1kg,Dairy,2,100.0,200.0,45,4.2,Cash,Express,FarmFresh
1191,2024-05-10,Bengaluru,Rice 1kg,Dairy,1,80.0,80.0,61,4.2,Cash,Standard,GroceryHub
1192,2024-05-16,Mumbai,Apple 1kg,Fruits,2,85.0,170.0,75,4.7,Cash,Express,SnackBox
1193,2024-04-05,Bengaluru,Curd 500g,Vegetables,5,40.0,200.0,90,4.5,Card,Express,FreshFarm
1194,2024-06-11,Bengaluru,Bun 2pcs,Grocery,2,70.0,140.0,36,4.8,Cash,Standard,SnackBox
1195,2024-03-23,Jaipur,Onion 1kg,Grocery,5,85.0,425.0,49,4.8,Cash,Standard,BakeHouse
1196,2024-02-15,Pune,Chicken 1kg,Fruits,3,50.0,150.0,40,4.9,UPI,Standard,BakeHouse
1197,2024-04-22,Jaipur,Banana 1dozen,Bakery,2,45.0,90.0,82,4.0,UPI,Standard,GreenCart
1198,2024-02-05,Delhi,Chips 200g,Grocery,1,55.0,55.0,41,4.8,UPI,Standard,SnackBox
1199,2024-06-15,Jaipur,Bun 2pcs,Poultry,2,60.0,120.0,25,4.5,UPI,Standard,GreenCart
1200,2024-01-08,Pune,Potato 1kg,Poultry,4,70.0,280.0,66,4.8,Cash,Standard,FreshFarm
1201,2024-01-09,Delhi,Cake 500g,Grocery,1,50.0,50.0,82,4.7,Cash,Standard,BakeHouse
1202,2024-02-10,Mumbai,Sugar 1kg,Vegetables,5,55.0,275.0,51,4.5,Cash,Standard,SnackBox
1203,2024-06-28,Bengaluru,Bread 400g,Dairy,1,30.0,30.0,82,4.7,Cash,Standard,FarmFresh
1204,2024-02-19,Jaipur,Banana 1dozen,Bakery,4,100.0,400.0,36,4.2,Card,Express,FreshFarm
1205,2024-02-05,Delhi,Banana 1dozen,Snacks,5,85.0,425.0,76,4.5,Cash,Express,BakeHouse
1206,2024-02-27,Jaipur,Onion 1kg,Poultry,1,80.0,80.0,25,4.7,Cash,Standard,FarmFresh
1207,2024-06-28,Mumbai,Onion 1kg,Snacks,3,60.0,180.0,87,4.2,UPI,Standard,GreenCart
1208,2024-04-20,Bengaluru,Sugar 1kg,Grocery,2,80.0,160.0,53,4.5,Card,Standard,FreshFarm
1209,2024-02-03,Pune,Chicken 1kg,Snacks,1,70.0,70.0,89,4.8,UPI,Express,BakeHouse
1210,2024-03-26,Pune,Paneer 200g,Snacks,4,85.0,340.0,35,4.8,Cash,Standard,GroceryHub
1211,2024-05-03,Delhi,Rice 1kg,Grocery,1,85.0,85.0,58,4.5,UPI,Express,GroceryHub
1212,2024-01-21,Delhi,Banana 1dozen,Vegetables,2,70.0,140.0,84,4.0,UPI,Express,FarmFresh
1213,2024-06-16,Bengaluru,Bread 400g,Dairy,3,30.0,90.0,48,4.0,Cash,Express,GroceryHub
1214,2024-05-24,Bengaluru,Eggs 6pcs,Snacks,1,45.0,45.0,89,4.2,UPI,Standard,GreenCart
1216,2024-06-23,Pune,Cake 500g,Bakery,5,50.0,250.0,72,3.5,Card,Express,BakeHouse
1217,2024-03-05,Pune,Wheat Flour 1kg,Dairy,1,80.0,80.0,49,4.8,Cash,Standard,SnackBox
1218,2024-01-02,Delhi,Onion 1kg,Bakery,5,80.0,400.0,36,3.5,UPI,Standard,FarmFresh
1219,2024-04-03,Delhi,Cookies 300g,Poultry,2,30.0,60.0,61,4.7,UPI,Express,SnackBox
1220,2024-02-17,Delhi,Namkeen 500g,Bakery,2,100.0,200.0,41,4.5,Card,Express,FarmFresh
1221,2024-06-22,Bengaluru,Apple 1kg,Dairy,5,70.0,350.0,55,4.2,UPI,Express,BakeHouse
1222,2024-03-23,Delhi,Tomato 1kg,Dairy,4,100.0,400.0,60,4.5,UPI,Standard,BakeHouse
1223,2024-06-18,Mumbai,Rice 1kg,Grocery,4,50.0,200.0,84,4.5,Cash,Standard,BakeHouse
1224,2024-01-05,Bengaluru,Sugar 1kg,Grocery,1,85.0,85.0,66,4.9,Cash,Express,GroceryHub
1225,2024-04-21,Jaipur,Banana 1dozen,Dairy,1,40.0,40.0,33,4.8,Card,Express,GroceryHub
1226,2024-02-09,Jaipur,Orange 1kg,Dairy,2,80.0,160.0,68,4.8,Cash,Standard,FarmFresh
1227,2024-02-06,Jaipur,Cake 500g,Grocery,2,85.0,170.0,89,4.2,Cash,Standard,FreshFarm
1228,2024-02-15,Jaipur,Milk 1L,Fruits,4,85.0,340.0,45,4.5,Cash,Express,FreshFarm
1229,2024-05-08,Delhi,Cookies 300g,Poultry,5,85.0,425.0,63,4.7,Card,Express,FreshFarm
1232,2024-05-20,Delhi,Milk 1L,Vegetables,2,70.0,140.0,65,4.8,Card,Express,GroceryHub
1234,2024-02-26,Delhi,Milk 1L,Bakery,2,100.0,200.0,90,4.0,Card,Express,BakeHouse
1235,2024-06-15,Delhi,Sugar 1kg,Dairy,2,40.0,80.0,82,4.2,Cash,Express,GroceryHub
1236,2024-06-06,Jaipur,Cookies 300g,Poultry,2,55.0,110.0,58,4.5,Card,Standard,GroceryHub
1237,2024-04-10,Pune,Bun 2pcs,Grocery,4,45.0,180.0,34,4.7,Cash,Standard,GreenCart
1238,2024-04-25,Pune,Namkeen 500g,Grocery,1,55.0,55.0,46,4.8,Cash,Express,GroceryHub
1239,2024-02-16,Bengaluru,Cake 500g,Snacks,2,100.0,200.0,47,3.5,Card,Standard,BakeHouse
1240,2024-05-15,Delhi,Chips 200g,Dairy,1,40.0,40.0,40,4.5,Cash,Express,GreenCart
1241,2024-04-04,Delhi,Bread 400g,Bakery,1,100.0,100.0,57,4.5,Cash,Express,GreenCart
1243,2024-02-04,Bengaluru,Eggs 6pcs,Grocery,1,100.0,100.0,57,4.2,UPI,Express,SnackBox
1244,2024-02-06,Pune,Paneer 200g,Vegetables,3,60.0,180.0,47,4.5,UPI,Express,FarmFresh
1245,2024-02-14,Pune,Potato 1kg,Fruits,1,45.0,45.0,89,4.8,UPI,Standard,SnackBox
1246,2024-03-23,Pune,Milk 1L,Dairy,2,100.0,200.0,27,4.5,UPI,Express,FreshFarm
1248,2024-03-23,Delhi,Paneer 200g,Dairy,4,45.0,180.0,80,4.5,Cash,Express,FarmFresh
1249,2024-05-06,Delhi,Rice 1kg,Fruits,5,30.0,150.0,42,4.5,Cash,Express,SnackBox
1250,2024-04-24,Bengaluru,Eggs 6pcs,Fruits,5,30.0,150.0,59,4.9,Cash,Standard,FarmFresh
1251,2024-05-07,Pune,Onion 1kg,Vegetables,3,30.0,90.0,81,4.0,UPI,Express,GreenCart
1252,2024-04-15,Bengaluru,Tomato 1kg,Dairy,1,80.0,80.0,25,4.0,Cash,Express,GreenCart
1253,2024-03-08,Bengaluru,Potato 1kg,Snacks,4,70.0,280.0,83,3.5,UPI,Standard,SnackBox
1254,2024-05-28,Mumbai,Eggs 6pcs,Dairy,5,85.0,425.0,32,3.5,UPI,Standard,GroceryHub
1255,2024-04-11,Mumbai,Chicken 1kg,Snacks,2,55.0,110.0,53,4.9,UPI,Express,FarmFresh
1256,2024-05-29,Bengaluru,Wheat Flour 1kg,Grocery,5,45.0,225.0,62,3.5,Card,Express,GroceryHub
1257,2024-05-17,Jaipur,Cookies 300g,Vegetables,2,80.0,160.0,50,4.7,Cash,Standard,FreshFarm
1258,2024-05-27,Pune,Chips 200g,Bakery,3,45.0,135.0,37,4.8,Cash,Express,FreshFarm
